,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w54,Oak Barrels,https://www.wine.com/product/product/beaulieu-vineyard-napa-valley-cabernet-sauvignon-2019/1180947,Cabernet Sauvignon,860,Napa Valley,$32.99,"Napa Valley, California",1180947,C/I: Popular,In Stock,CGM55809_2019,Beaulieu Vineyard Oak Barrels Winery Image,Wine:Product Detail:Beaulieu Vineyard Napa Valley Cabernet Sauvignon 2019,NY,PA,USD,32.99,5,1,5,1,winery-image,2018-12-19T23:42:10+0000,750,14.7,92.0,92,,,,,91,,91,,92,,
w55,Cooperage at Chateau Lafite Rothschild,https://www.wine.com/product/product/chateau-lafite-rothschild-2019/583739,Bordeaux Red Blends,89,Pauillac,$989.97,"Pauillac, Bordeaux, France",583739,C/I: Luxury BDX,In Stock,FNY583739_2019,"The Domaine’s cooperage is located at Pauillac. By Médoc tradition, there has always been a cooperage at Lafite. The current team is composed of five barrel makers who work year round to produce 2,000 barrels, used in the group’s various properties.",Wine:Product Detail:Chateau Lafite Rothschild 2019,NY,PA,USD,989.97,5,1,5,1,winery-image,2019-05-22T23:02:51+0000,750,13.4,100.0,98,,98,,,,100,98,,98,,
w56,Bella Union Blending Session,https://www.wine.com/product/product/bella-union-by-far-niente-cabernet-sauvignon-2019/1229778,Cabernet Sauvignon,607,Napa Valley,$59.99,"Napa Valley, California",1229778,C/I: MAP,In Stock,CGM55846_2019,Bella Union by Far Niente Bella Union Blending Session Winery Image,Wine:Product Detail:Bella Union by Far Niente Cabernet Sauvignon 2019,NY,PA,USD,59.99,5,1,5,1,winery-image,2020-03-31T23:50:48+0000,750,14.5,91.0,92,,,,,92,,90,,,,
w57,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-brut-rose/87191,Sparkling Rosé,938,Champagne,$79.97,"Champagne, France",87191,C/I: Popular,In Stock,CGM2838_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Brut Rose,NY,PA,USD,79.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,750,12.5,91.0,91,,92,,,,,,,,,
w58,Tenuta di Capraia  Winery Image,https://www.wine.com/product/product/tenuta-di-capraia-chianti-classico-riserva-2017/1034399,Sangiovese,2681,Chianti Classico,$24.99,"Chianti Classico, Chianti, Tuscany, Italy",1034399,C/I: Exception,In Stock,TON82104_17_2017,Tenuta di Capraia  Winery Image,Wine:Product Detail:Tenuta di Capraia Chianti Classico Riserva 2017,NY,PA,USD,24.99,5,1,5,1,winery-image,2020-02-25T16:39:12+0000,750,14,92.0,92,91,,,,,,,,93,,
w59,Winemaker Louisa Rose,https://www.wine.com/product/product/pewsey-vale-eden-valley-dry-riesling-2021/799472,Riesling,968,Eden Valley,$17.99,"Eden Valley, Barossa, South Australia, Australia",799472,C/I: Popular,In Stock,WBO30284764_2021,Pewsey Vale Winemaker Louisa Rose Winery Image,Wine:Product Detail:Pewsey Vale Eden Valley Dry Riesling 2021,NY,PA,USD,17.99,5,1,5,1,winery-image,2018-05-02T23:29:06+0000,750,12,96.0,90,,,,,90,,,,,,
w60,Marques de Riscal Hotel at night,https://www.wine.com/product/product/marques-de-riscal-rioja-reserva-2018/1162526,Tempranillo,1471,Rioja,$19.99,"Rioja, Spain",1162526,C/I: KVI,In Stock,PIN574120_2018,"The vision of Frank O. Gehry was to create a 21st century château, an icon for one of the oldest wineries in the Rioja region, Vinos de los Herederos de Marqués de Riscal that connect the historic legacy with the modern art and wine nature. ",Wine:Product Detail:Marques de Riscal Rioja Reserva 2018,NY,PA,USD,19.99,5,1,5,1,winery-image,2020-02-10T18:52:23+0000,750,14.3,,89,,,,,,,,,,,
w61,La Lecciaia  Winery Image,https://www.wine.com/product/product/la-lecciaia-brunello-di-montalcino-riserva-2013/591111,Sangiovese,113,Montalcino,$45.99,"Montalcino, Tuscany, Italy",591111,C/I: Long Tail,In Stock,TON82002_13_2013,The La Lecciaia estate is located in “località Vallafrico” is in the centre of the original micro-terroir where the world-famous Brunello di Montalcino was first produced.,Wine:Product Detail:La Lecciaia Brunello di Montalcino Riserva 2013,NY,PA,USD,45.99,5,1,5,1,winery-image,2020-10-12T18:33:08+0000,750,14,93.0,91,,,,,,91,,,,,
w62,Les Lauzeraies Vineyards,https://www.wine.com/product/product/les-lauzeraies-tavel-rose-2022/1271506,Rosé,2378,Tavel,$16.99,"Tavel, Rhone, France",1271506,C/I: Long Tail,In Stock,TON506_22_2022,"Produced from 35+ year old vines, Les Lauzeraies Tavel is a Grenache dominant blend displaying a generous mouthfeel, excellent purity.",Wine:Product Detail:Les Lauzeraies Tavel Rose 2022,NY,PA,USD,16.99,5,1,5,1,winery-image,2022-06-24T14:14:14+0000,750,13.5,,90,92,,,,,90,,,,,
w63,Winery tasting bar,https://www.wine.com/product/product/col-solare-cabernet-sauvignon-2018/1040324,Cabernet Sauvignon,560,Red Mountain,$55.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",1040324,C/I: Long Tail,In Stock,PIN554671_2018,Col Solare Winery tasting bar Winery Image,Wine:Product Detail:Col Solare Cabernet Sauvignon 2018,NY,PA,USD,55.99,5,1,5,1,winery-image,2018-03-01T05:15:32+0000,750,14.5,93.0,92,,,,94,,93,96,,,,
w64,Ulysses Vineyard,https://www.wine.com/product/product/ulysses-cabernet-sauvignon-2018/915520,Cabernet Sauvignon,29,Oakville,$169.99,"Oakville, Napa Valley, California",915520,C/I: MAP,In Stock,WBO30292291_2018,Ulysses Ulysses Vineyard Winery Image,Wine:Product Detail:Ulysses Cabernet Sauvignon 2018,NY,PA,USD,169.99,5,1,5,1,winery-image,2019-04-01T22:57:13+0000,750,0,98.0,95,,,,,,96,99,,97,,
w65,Harlan Estate Winery Image,https://www.wine.com/product/product/harlan-estate-15-liter-magnum-in-owc-2017/820968,Bordeaux Red Blends,2,Oakville,"$3,699.99","Oakville, Napa Valley, California",820968,C/I: Exception,In Stock,ZWA820968_2017,Harlan Estate Winery Image,Wine:Product Detail:Harlan Estate (1.5 Liter Magnum in OWC) 2017,NY,PA,USD,3699.99,5,1,,,winery-image,2018-02-01T23:41:44+0000,1500,0,97.0,97,,,,,,97,97,,,,
w66,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-yellow-label-brut-375ml-half-bottle/15512,Non-Vintage Sparkling Wine,1338,Champagne,$39.97,"Champagne, France",15512,C/I: Exception,In Stock,CGM520_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Yellow Label Brut (375ML half-bottle),NY,PA,USD,39.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,375,12,92.0,90,92,94,,90,,,,,,,
w67,The Cellars,https://www.wine.com/product/product/chateau-mouton-rothschild-2016/202479,Bordeaux Red Blends,34,Pauillac,$949.97,"Pauillac, Bordeaux, France",202479,C/I: Luxury BDX,In Stock,FNY202479_2016,"The cellars at Mouton Rothschild comprise a bottle cellar, a reserve and the second-year cellar. The former contains about 120,000 bottles from exchanges between Mouton Rothschild and the greatest Bordeaux châteaux. The oldest bottle dates back to 1859.",Wine:Product Detail:Chateau Mouton Rothschild 2016,NY,PA,USD,949.97,5,1,5,1,winery-image,2018-11-07T22:55:11+0000,750,14,100.0,98,,99,,,98,100,100,,100,,
w68,Gran Moraine  Winery Image,https://www.wine.com/product/product/gran-moraine-yamhill-carlton-pinot-noir-2019/794122,Pinot Noir,165,Yamhill-Carlton District,$38.99,"Yamhill-Carlton District, Willamette Valley, Oregon",794122,C/I: Long Tail,In Stock,EDV132053_2019_2019,Winemaker Shane Moore and Enologist Myles Nelson ,Wine:Product Detail:Gran Moraine Yamhill-Carlton Pinot Noir 2019,NY,PA,USD,38.99,5,1,5,1,winery-image,2020-08-05T20:42:57+0000,750,13,95.0,93,,,,,,,92,,,,
w69,Assistant Winemaker Tami Lotz,https://www.wine.com/product/product/mumm-napa-brut-prestige/270,Non-Vintage Sparkling Wine,1480,Napa Valley,$21.99,"Napa Valley, California",270,C/I: KVI,In Stock,PIN43342_0,Tami works together with Ludovic Dervin in all aspects of winemaking at Mumm Napa.,Wine:Product Detail:Mumm Napa Brut Prestige,NY,PA,USD,21.99,5,1,5,1,winery-image,2018-04-27T20:33:49+0000,750,12.5,,90,,90,,,,,,,,,
w70,Krug Cellar Master Julie Cavil,https://www.wine.com/product/product/krug-grande-cuvee-brut-170th-edition-with-gift-box/1146919,Non-Vintage Sparkling Wine,10,Champagne,$279.97,"Champagne, France",1146919,C/I: Exception,In Stock,CGM54249_0,"For Krug's Cellar Master, each plot of grapes, through its wine, is like a single ingredient to a chef: carefully selected, and critical to the final composition.",Wine:Product Detail:Krug Grande Cuvee Brut (170th Edition) with Gift Box,NY,PA,USD,279.97,5,1,,,winery-image,2021-03-11T17:41:18+0000,750,12.5,,95,,96,,,,,,,,,
w71,Chateau Lagrange,https://www.wine.com/product/product/chateau-lagrange-2019/583745,Bordeaux Red Blends,15,St-Julien,$59.99,"St-Julien, Bordeaux, France",583745,C/I: Luxury BDX,In Stock,FNY583745_2019,Barrel room,Wine:Product Detail:Chateau Lagrange 2019,NY,PA,USD,59.99,5,1,,,winery-image,2021-11-30T22:36:32+0000,750,13.7,94.0,93,,95,,,95,95,95,,,,
w72,Les Forts de Latour Winery Image,https://www.wine.com/product/product/les-forts-de-latour-2016/955317,Bordeaux Red Blends,18,Pauillac,$259.99,"Pauillac, Bordeaux, France",955317,C/I: Luxury BDX,In Stock,FNY955317_2016,Les Forts de Latour Winery Image,Wine:Product Detail:Les Forts de Latour 2016,NY,PA,USD,259.99,5,1,,,winery-image,2018-02-01T23:41:51+0000,750,13.5,96.0,94,,95,,,96,95,95,,,,
w73,Piper-Heidsieck  Winery Image,https://www.wine.com/product/product/piper-heidsieck-cuvee-brut/20128,Non-Vintage Sparkling Wine,435,Champagne,$54.99,"Champagne, France",20128,C/I: KVI,In Stock,CGM32198_0,Piper-Heidsieck  Winery Image,Wine:Product Detail:Piper-Heidsieck Cuvee Brut,NY,PA,USD,54.99,5,1,5,1,winery-image,2020-01-30T20:27:46+0000,750,12,90.0,92,,92,,90,90,,,,,,
w74,Stags' Leap Winery Estate Vineyard,https://www.wine.com/product/product/stags-leap-winery-napa-valley-cabernet-sauvignon-2019/972244,Cabernet Sauvignon,140,Napa Valley,$56.99,"Napa Valley, California",972244,C/I: KVI,In Stock,CGM53610_2019,"The rock outcropping that forms the eastern boundary of the estate, the Stags Leap Palisades, sheds debris in the form of volcanic rhyolite and tuff, which is carried to the valley floor where it mingles with the deeper subsoil made up of Bale loam.",Wine:Product Detail:Stags' Leap Winery Napa Valley Cabernet Sauvignon 2019,NY,PA,USD,56.99,5,1,5,1,winery-image,2018-04-23T20:21:58+0000,750,14.2,93.0,91,,,,,,,,,,,
w75,Domaines Ott Corks,https://www.wine.com/product/product/domaines-ott-clos-mireille-cotes-de-provence-rose-2021/895347,Rosé,301,Provence,$61.99,"Provence, South of France, France",895347,C/I: Long Tail,In Stock,CGM52929_2021,Domaines Ott Domaines Ott Corks Winery Image,Wine:Product Detail:Domaines Ott Clos Mireille Cotes de Provence Rose 2021,NY,PA,USD,61.99,5,1,,,winery-image,2020-04-13T21:03:18+0000,750,0,,90,,,,95,,,,,,,
w76,Maison Brotte Tanks,https://www.wine.com/product/product/maison-brotte-chateauneuf-du-pape-les-hauts-de-barville-blanc-2021/921068,Rhone White Blends,664,Chateauneuf-du-Pape,$35.99,"Chateauneuf-du-Pape, Rhone, France",921068,C/I: Long Tail,In Stock,TON11565_21_2021,"With a perfect blend of traditional and modern techniques, Maison Brotte produces balanced and complex wines that are consistently highly rated by the wine industries top publications.",Wine:Product Detail:Maison Brotte Chateauneuf-du-Pape Les Hauts de Barville Blanc 2021,NY,PA,USD,35.99,5,1,5,1,winery-image,2020-06-23T15:49:30+0000,750,13,92.0,91,92,,,,,,91,,,,
w77,A New And Exciting Chapter For CHANDON,https://www.wine.com/product/product/chandon-brut/273,Non-Vintage Sparkling Wine,869,California,$23.99,California,273,C/I: KVI,In Stock,CGM43818_0,"A new and exciting chapter for CHANDON, with a beautiful new identity that reflects the amazing quality of the wines. ",Wine:Product Detail:Chandon Brut,NY,PA,USD,23.99,5,1,5,1,winery-image,2021-07-23T22:04:50+0000,750,13,90.0,89,91,95,,,90,,,92,,,91
w78,Beehives,https://www.wine.com/product/product/bollinger-brut-special-cuvee/513,Non-Vintage Sparkling Wine,121,Champagne,$84.99,"Champagne, France",513,C/I: KVI,In Stock,VNT047001NV_03_0,Bollinger was the first House in Champagne to receive sustainable certification.,Wine:Product Detail:Bollinger Brut Special Cuvee,NY,PA,USD,84.99,5,1,5,1,winery-image,2018-04-19T18:02:16+0000,750,12.5,93.0,93,,96,,92,,92,92,,,,
w79,Stainless Steel Vats in the Cellar,https://www.wine.com/product/product/domaine-drouhin-oregon-laurene-pinot-noir-2019/1167624,Pinot Noir,7,Dundee Hills,$79.99,"Dundee Hills, Willamette Valley, Oregon",1167624,C/I: Popular,In Stock,WBO30299335_2019,Domaine Drouhin Oregon Stainless Steel Vats in the Cellar Winery Image,Wine:Product Detail:Domaine Drouhin Oregon Laurene Pinot Noir 2019,NY,PA,USD,79.99,5,1,5,1,winery-image,2020-09-17T21:02:20+0000,750,13.9,95.0,93,,,,,,96,94,,,,
w80,Pontet-Canet Team,https://www.wine.com/product/product/chateau-pontet-canet-2019/583845,Bordeaux Red Blends,32,Pauillac,$149.99,"Pauillac, Bordeaux, France",583845,C/I: Luxury BDX,In Stock,FNY583845_2019,"Melanie Tesseron (Niece of Alfred), Alfred Tesseron (second generation owner) and Jean-Michel Comme (Winemaker)",Wine:Product Detail:Chateau Pontet-Canet 2019,NY,PA,USD,149.99,5,1,5,1,winery-image,2018-05-02T22:59:46+0000,750,14,99.0,94,,96,,,99,93,92,,,,
w81,2022 Sauvignon Blanc,https://www.wine.com/product/product/lobster-reef-sauvignon-blanc-2022/1133544,Sauvignon Blanc,14738,Marlborough,$17.99,"Marlborough, New Zealand",1133544,C/I: Long Tail,In Stock,REG464030722_2022,"Lobster Reef Sauvignon Blanc 2022 from Marlborough, New Zealand - Intensely aromatic and full of Marlborough flavor and style. Beautifully balanced and refreshing....",Wine:Product Detail:Lobster Reef Sauvignon Blanc 2022,NY,PA,USD,17.99,5,1,5,1,,,750,12.5,,90,,,,,,,,,,,
w82,A Family Legacy,https://www.wine.com/product/product/kendall-jackson-estates-collection-santa-maria-valley-chardonnay-2020/1063080,Chardonnay,297,Santa Maria Valley,$19.99,"Santa Maria Valley, Central Coast, California",1063080,C/I: Long Tail,In Stock,PIN550323_2020,"From left to right: Katherine Jackson, Barbara Banke, Christopher Jackson, Julia Jackson",Wine:Product Detail:Kendall-Jackson Estates Collection Santa Maria Valley Chardonnay 2020,NY,PA,USD,19.99,5,1,5,1,winery-image,2018-03-15T22:27:08+0000,750,14.5,,90,,,,,,,90,,,,
w83,The Cellars,https://www.wine.com/product/product/chateau-mouton-rothschild-2019/583806,Bordeaux Red Blends,25,Pauillac,$729.99,"Pauillac, Bordeaux, France",583806,C/I: Luxury BDX,In Stock,FNY583806_2019,"The cellars at Mouton Rothschild comprise a bottle cellar, a reserve and the second-year cellar. The former contains about 120,000 bottles from exchanges between Mouton Rothschild and the greatest Bordeaux châteaux. The oldest bottle dates back to 1859.",Wine:Product Detail:Chateau Mouton Rothschild 2019,NY,PA,USD,729.99,5,1,5,1,winery-image,2018-11-07T22:55:11+0000,750,13.5,99.0,98,,98,,,99,98,98,,,,
w84,Barrels,https://www.wine.com/product/product/charles-de-cazanove-tete-de-cuvee-brut/1077710,Non-Vintage Sparkling Wine,2417,Champagne,$35.99,"Champagne, France",1077710,C/I: Long Tail,In Stock,TON26024_NV_0,"Considered the unofficial capital of France’s Champagne region, the historic city of Reims is celebrated for its abundance of Champagne houses and vineyards, as well as its rich heritage.",Wine:Product Detail:Charles de Cazanove Tete de Cuvee Brut,NY,PA,USD,35.99,5,1,5,1,winery-image,2022-12-01T00:14:36+0000,750,12,,92,91,91,,,,,,,,,
w85,Team Auvigue,https://www.wine.com/product/product/domaine-auvigue-pouilly-fuisse-les-villages-2020/946908,Chardonnay,1200,Pouilly-Fuisse,$46.99,"Pouilly-Fuisse, Maconnais, Burgundy, France",946908,C/I: Long Tail,In Stock,PIN551391_2020,Domaine Auvigue Team Auvigue Winery Image,Wine:Product Detail:Domaine Auvigue Pouilly-Fuisse Les Villages 2020,NY,PA,USD,46.99,5,1,5,1,winery-image,2020-04-07T18:34:25+0000,750,13.7,,94,,,,,,,,,,,
w86,Canoe Ridge Estates,https://www.wine.com/product/product/chateau-ste-michelle-red-mountain-cabernet-sauvignon-2018/1100337,Cabernet Sauvignon,656,Red Mountain,$34.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",1100337,C/I: Long Tail,In Stock,PIN557862_2018,"Canoe Ridge Estates wines have earned scores of 90 or higher on more than 40 of their wines; Chardonnay, Cabernet Sauvignon and Merlot have received Wine Spectator “Top 100” honors.",Wine:Product Detail:Chateau Ste. Michelle Red Mountain Cabernet Sauvignon 2018,NY,PA,USD,34.99,5,1,5,1,winery-image,2022-12-21T23:37:04+0000,750,14.8,,91,,,,93,,,,,91,,
w87,Winemaker Heidi Von Der Mehden,https://www.wine.com/product/product/merry-edwards-sauvignon-blanc-2021/1146268,Sauvignon Blanc,91,Russian River,$53.99,"Russian River, Sonoma County, California",1146268,C/I: MAP,In Stock,WLD20628_2021,Merry Edwards Winemaker Heidi Von Der Mehden Winery Image,Wine:Product Detail:Merry Edwards Sauvignon Blanc 2021,NY,PA,USD,53.99,5,1,5,1,winery-image,2020-04-06T17:58:58+0000,750,14,,92,,,,,91,,,,,,
w88,Krug Cellar Master Julie Cavil,https://www.wine.com/product/product/krug-grande-cuvee-brut-375ml-half-bottle/16655,Non-Vintage Sparkling Wine,17,Champagne,$129.99,"Champagne, France",16655,C/I: Exception,In Stock,CGM36231_0,"For Krug's Cellar Master, each plot of grapes, through its wine, is like a single ingredient to a chef: carefully selected, and critical to the final composition.",Wine:Product Detail:Krug Grande Cuvee Brut (375ML half-bottle),NY,PA,USD,129.99,5,1,5,1,winery-image,2021-03-11T17:41:18+0000,375,0,96.0,95,,96,,,,95,,,,,
w89,Oak Casks,https://www.wine.com/product/product/roederer-estate-brut/8498,Non-Vintage Sparkling Wine,975,Anderson Valley,$27.99,"Anderson Valley, Mendocino, California",8498,C/I: KVI,In Stock,CGM79065_0,"As the winemaker carefully ranks the wines from each harvest, some of the finest lots are selected for further aging in French oak casks. While kept in these large wood tanks, the wine develops in complexity. ",Wine:Product Detail:Roederer Estate Brut,NY,PA,USD,27.99,5,1,5,1,winery-image,2018-04-10T17:02:19+0000,750,12.5,94.0,92,,93,,90,91,93,,,,,
w90,Wine Barrels,https://www.wine.com/product/product/clos-apalta-2013/434143,Bordeaux Red Blends,20,Colchagua Valley,$99.99,"Colchagua Valley, Rapel Valley, Chile",434143,C/I: Long Tail,In Stock,FNY434143_2013,"In Clos Apalta Winery, each space is warmly illuminated, with sacred atmospheres that evoke the celestial vault and the constellation of the cross of the south, where the wine is permeated day by day from the elements delivered by the wood.",Wine:Product Detail:Clos Apalta 2013,NY,PA,USD,99.99,5,1,5,1,winery-image,2019-09-27T23:49:45+0000,750,15,97.0,93,,,,,94,92,,,,,
w91,Penfolds Chief Winemaker Peter Gago ,https://www.wine.com/product/product/penfolds-bin-389-cabernet-shiraz-2020/1164481,Other Red Blends,399,South Australia,$69.99,"South Australia, Australia",1164481,C/I: Popular,In Stock,CGM56147_2020,In 2002 Peter became the fourth ever Chief Winemaker for Penfolds.,Wine:Product Detail:Penfolds Bin 389 Cabernet-Shiraz 2020,NY,PA,USD,69.99,5,1,5,1,winery-image,2020-10-30T19:20:10+0000,750,14.5,96.0,94,92,,,,,96,,,,,
w92,Winemaker Tim Jones,https://www.wine.com/product/product/four-graces-pinot-noir-2021/1132445,Pinot Noir,862,Willamette Valley,$24.99,"Willamette Valley, Oregon",1132445,C/I: Popular,In Stock,PIN561941_2021,Four Graces Winemaker Tim Jones Winery Image,Wine:Product Detail:Four Graces Pinot Noir 2021,NY,PA,USD,24.99,5,1,5,1,winery-image,2020-03-11T18:53:05+0000,750,14.1,91.0,92,92,,,91,,,,,,,
