,search_url,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w49,https://www.wine.com/list/wine/wine-spectator/7155-202/2,Penfolds Chief Winemaker Peter Gago ,https://www.wine.com/product/product/penfolds-bin-28-shiraz-2020/1155677,Syrah/Shiraz,587,South Australia,$31.99,"South Australia, Australia",1155677,C/I: Popular,In Stock,CGM55668_2020,In 2002 Peter became the fourth ever Chief Winemaker for Penfolds.,Wine:Product Detail:Penfolds Bin 28 Shiraz 2020,NY,PA,USD,31.99,5,1,5,1,winery-image,2020-10-30T19:20:10+0000,750,14.5,93,94,,,,,,94,,,,,
w50,https://www.wine.com/list/wine/wine-spectator/7155-202/2,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-la-grande-dame-yayoi-kusama-limited-edition-in-gift-box-2012/667387,Vintage Sparkling Wine,10,Champagne,$239.97,"Champagne, France",667387,C/I: Long Tail,In Stock,CGM48182_2012,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot La Grande Dame Yayoi Kusama Limited Edition in Gift Box 2012,NY,PA,USD,239.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,750,12.5,94,95,,96,,,96,,,,,,
w51,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Nautilus Estate Winery Image,https://www.wine.com/product/product/nautilus-sauvignon-blanc-2022/1181694,Sauvignon Blanc,3249,Marlborough,$17.99,"Marlborough, New Zealand",1181694,C/I: Popular,In Stock,WBO30295464_2022,Nautilus Estate Winery Image,Wine:Product Detail:Nautilus Sauvignon Blanc 2022,NY,PA,USD,17.99,5,1,5,1,winery-image,2018-05-04T20:25:37+0000,750,12.5,91,92,,,,,92,,,,,,
w52,https://www.wine.com/list/wine/wine-spectator/7155-202/3,RAEN Vineyard Map,https://www.wine.com/product/product/raen-royal-st-robert-cuvee-pinot-noir-2021/1246069,Pinot Noir,34,Sonoma Coast,$79.99,"Sonoma Coast, Sonoma County, California",1246069,C/I: MAP,In Stock,SKRUSRAE2021_2021,RAEN RAEN Vineyard Map Winery Image,Wine:Product Detail:RAEN Royal St. Robert Cuvee Pinot Noir 2021,NY,PA,USD,79.99,5,1,5,1,winery-image,2021-09-01T20:55:03+0000,750,13,98,95,,,,,,95,,,94,,
w53,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Oak Barrels,https://www.wine.com/product/product/beaulieu-vineyard-napa-valley-cabernet-sauvignon-2019/1180947,Cabernet Sauvignon,859,Napa Valley,$32.99,"Napa Valley, California",1180947,C/I: Popular,In Stock,CGM55809_2019,Beaulieu Vineyard Oak Barrels Winery Image,Wine:Product Detail:Beaulieu Vineyard Napa Valley Cabernet Sauvignon 2019,NY,PA,USD,32.99,5,1,5,1,winery-image,2018-12-19T23:42:10+0000,750,14.7,92,92,,,,,91,,91,,92,,
w54,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Cooperage at Chateau Lafite Rothschild,https://www.wine.com/product/product/chateau-lafite-rothschild-2019/583739,Bordeaux Red Blends,89,Pauillac,$989.97,"Pauillac, Bordeaux, France",583739,C/I: Luxury BDX,In Stock,FNY583739_2019,"The Domaine’s cooperage is located at Pauillac. By Médoc tradition, there has always been a cooperage at Lafite. The current team is composed of five barrel makers who work year round to produce 2,000 barrels, used in the group’s various properties.",Wine:Product Detail:Chateau Lafite Rothschild 2019,NY,PA,USD,989.97,5,1,5,1,winery-image,2019-05-22T23:02:51+0000,750,13.4,100,98,,98,,,,100,98,,98,,
w55,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Bella Union Blending Session,https://www.wine.com/product/product/bella-union-by-far-niente-cabernet-sauvignon-2019/1229778,Cabernet Sauvignon,604,Napa Valley,$59.99,"Napa Valley, California",1229778,C/I: MAP,In Stock,CGM55846_2019,Bella Union by Far Niente Bella Union Blending Session Winery Image,Wine:Product Detail:Bella Union by Far Niente Cabernet Sauvignon 2019,NY,PA,USD,59.99,5,1,5,1,winery-image,2020-03-31T23:50:48+0000,750,14.5,91,92,,,,,92,,90,,,,
w56,https://www.wine.com/list/wine/wine-spectator/7155-202/3,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-brut-rose/87191,Sparkling Rosé,938,Champagne,$79.97,"Champagne, France",87191,C/I: Popular,In Stock,CGM2838_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Brut Rose,NY,PA,USD,79.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,750,12.5,91,91,,92,,,,,,,,,
w57,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Tenuta di Capraia  Winery Image,https://www.wine.com/product/product/tenuta-di-capraia-chianti-classico-riserva-2017/1034399,Sangiovese,2677,Chianti Classico,$24.99,"Chianti Classico, Chianti, Tuscany, Italy",1034399,C/I: Exception,In Stock,TON82104_17_2017,Tenuta di Capraia  Winery Image,Wine:Product Detail:Tenuta di Capraia Chianti Classico Riserva 2017,NY,PA,USD,24.99,5,1,5,1,winery-image,2020-02-25T16:39:12+0000,750,14,92,92,91,,,,,,,,93,,
w58,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Winemaker Louisa Rose,https://www.wine.com/product/product/pewsey-vale-eden-valley-dry-riesling-2021/799472,Riesling,961,Eden Valley,$17.99,"Eden Valley, Barossa, South Australia, Australia",799472,C/I: Popular,In Stock,WBO30284764_2021,Pewsey Vale Winemaker Louisa Rose Winery Image,Wine:Product Detail:Pewsey Vale Eden Valley Dry Riesling 2021,NY,PA,USD,17.99,5,1,5,1,winery-image,2018-05-02T23:29:06+0000,750,12,96,90,,,,,90,,,,,,
w59,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Marques de Riscal Hotel at night,https://www.wine.com/product/product/marques-de-riscal-rioja-reserva-2018/1162526,Tempranillo,1471,Rioja,$19.99,"Rioja, Spain",1162526,C/I: KVI,In Stock,PIN574120_2018,"The vision of Frank O. Gehry was to create a 21st century château, an icon for one of the oldest wineries in the Rioja region, Vinos de los Herederos de Marqués de Riscal that connect the historic legacy with the modern art and wine nature. ",Wine:Product Detail:Marques de Riscal Rioja Reserva 2018,NY,PA,USD,19.99,5,1,5,1,winery-image,2020-02-10T18:52:23+0000,750,14.3,,89,,,,,,,,,,,
w60,https://www.wine.com/list/wine/wine-spectator/7155-202/3,La Lecciaia  Winery Image,https://www.wine.com/product/product/la-lecciaia-brunello-di-montalcino-riserva-2013/591111,Sangiovese,108,Montalcino,$45.99,"Montalcino, Tuscany, Italy",591111,C/I: Long Tail,In Stock,TON82002_13_2013,The La Lecciaia estate is located in “località Vallafrico” is in the centre of the original micro-terroir where the world-famous Brunello di Montalcino was first produced.,Wine:Product Detail:La Lecciaia Brunello di Montalcino Riserva 2013,NY,PA,USD,45.99,5,1,5,1,winery-image,2020-10-12T18:33:08+0000,750,14,93,91,,,,,,91,,,,,
w61,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Les Lauzeraies Vineyards,https://www.wine.com/product/product/les-lauzeraies-tavel-rose-2022/1271506,Rosé,2375,Tavel,$16.99,"Tavel, Rhone, France",1271506,C/I: Long Tail,In Stock,TON506_22_2022,"Produced from 35+ year old vines, Les Lauzeraies Tavel is a Grenache dominant blend displaying a generous mouthfeel, excellent purity.",Wine:Product Detail:Les Lauzeraies Tavel Rose 2022,NY,PA,USD,16.99,5,1,5,1,winery-image,2022-06-24T14:14:14+0000,750,13.5,,90,92,,,,,90,,,,,
w62,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Winery tasting bar,https://www.wine.com/product/product/col-solare-cabernet-sauvignon-2018/1040324,Cabernet Sauvignon,560,Red Mountain,$55.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",1040324,C/I: Long Tail,In Stock,PIN554671_2018,Col Solare Winery tasting bar Winery Image,Wine:Product Detail:Col Solare Cabernet Sauvignon 2018,NY,PA,USD,55.99,5,1,5,1,winery-image,2018-03-01T05:15:32+0000,750,14.5,93,92,,,,94,,93,96,,,,
w63,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Ulysses Vineyard,https://www.wine.com/product/product/ulysses-cabernet-sauvignon-2018/915520,Cabernet Sauvignon,29,Oakville,$169.99,"Oakville, Napa Valley, California",915520,C/I: MAP,In Stock,WBO30292291_2018,Ulysses Ulysses Vineyard Winery Image,Wine:Product Detail:Ulysses Cabernet Sauvignon 2018,NY,PA,USD,169.99,5,1,5,1,winery-image,2019-04-01T22:57:13+0000,750,0,98,95,,,,,,96,99,,97,,
w64,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Harlan Estate Winery Image,https://www.wine.com/product/product/harlan-estate-15-liter-magnum-in-owc-2017/820968,Bordeaux Red Blends,2,Oakville,"$3,699.99","Oakville, Napa Valley, California",820968,C/I: Exception,In Stock,ZWA820968_2017,Harlan Estate Winery Image,Wine:Product Detail:Harlan Estate (1.5 Liter Magnum in OWC) 2017,NY,PA,USD,3699.99,5,1,,,winery-image,2018-02-01T23:41:44+0000,1500,0,97,97,,,,,,97,97,,,,
w65,https://www.wine.com/list/wine/wine-spectator/7155-202/3,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-yellow-label-brut-375ml-half-bottle/15512,Non-Vintage Sparkling Wine,1334,Champagne,$39.97,"Champagne, France",15512,C/I: Exception,In Stock,CGM520_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Yellow Label Brut (375ML half-bottle),NY,PA,USD,39.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,375,12,92,90,92,94,,90,,,,,,,
w66,https://www.wine.com/list/wine/wine-spectator/7155-202/3,The Cellars,https://www.wine.com/product/product/chateau-mouton-rothschild-2016/202479,Bordeaux Red Blends,34,Pauillac,$949.97,"Pauillac, Bordeaux, France",202479,C/I: Luxury BDX,In Stock,FNY202479_2016,"The cellars at Mouton Rothschild comprise a bottle cellar, a reserve and the second-year cellar. The former contains about 120,000 bottles from exchanges between Mouton Rothschild and the greatest Bordeaux châteaux. The oldest bottle dates back to 1859.",Wine:Product Detail:Chateau Mouton Rothschild 2016,NY,PA,USD,949.97,5,1,5,1,winery-image,2018-11-07T22:55:11+0000,750,14,100,98,,99,,,98,100,100,,100,,
w67,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Gran Moraine  Winery Image,https://www.wine.com/product/product/gran-moraine-yamhill-carlton-pinot-noir-2019/794122,Pinot Noir,165,Yamhill-Carlton District,$38.99,"Yamhill-Carlton District, Willamette Valley, Oregon",794122,C/I: Long Tail,In Stock,EDV132053_2019_2019,Winemaker Shane Moore and Enologist Myles Nelson ,Wine:Product Detail:Gran Moraine Yamhill-Carlton Pinot Noir 2019,NY,PA,USD,38.99,5,1,5,1,winery-image,2020-08-05T20:42:57+0000,750,13,95,93,,,,,,,92,,,,
w68,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Assistant Winemaker Tami Lotz,https://www.wine.com/product/product/mumm-napa-brut-prestige/270,Non-Vintage Sparkling Wine,1474,Napa Valley,$21.99,"Napa Valley, California",270,C/I: KVI,In Stock,PIN43342_0,Tami works together with Ludovic Dervin in all aspects of winemaking at Mumm Napa.,Wine:Product Detail:Mumm Napa Brut Prestige,NY,PA,USD,21.99,5,1,5,1,winery-image,2018-04-27T20:33:49+0000,750,12.5,,90,,90,,,,,,,,,
w69,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Krug Cellar Master Julie Cavil,https://www.wine.com/product/product/krug-grande-cuvee-brut-170th-edition-with-gift-box/1146919,Non-Vintage Sparkling Wine,10,Champagne,$279.97,"Champagne, France",1146919,C/I: Exception,In Stock,CGM54249_0,"For Krug's Cellar Master, each plot of grapes, through its wine, is like a single ingredient to a chef: carefully selected, and critical to the final composition.",Wine:Product Detail:Krug Grande Cuvee Brut (170th Edition) with Gift Box,NY,PA,USD,279.97,5,1,,,winery-image,2021-03-11T17:41:18+0000,750,12.5,,95,,96,,,,,,,,,
w70,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Chateau Lagrange,https://www.wine.com/product/product/chateau-lagrange-2019/583745,Bordeaux Red Blends,15,St-Julien,$59.99,"St-Julien, Bordeaux, France",583745,C/I: Luxury BDX,In Stock,FNY583745_2019,Barrel room,Wine:Product Detail:Chateau Lagrange 2019,NY,PA,USD,59.99,5,1,,,winery-image,2021-11-30T22:36:32+0000,750,13.7,94,93,,95,,,95,95,95,,,,
w71,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Les Forts de Latour Winery Image,https://www.wine.com/product/product/les-forts-de-latour-2016/955317,Bordeaux Red Blends,18,Pauillac,$259.99,"Pauillac, Bordeaux, France",955317,C/I: Luxury BDX,In Stock,FNY955317_2016,Les Forts de Latour Winery Image,Wine:Product Detail:Les Forts de Latour 2016,NY,PA,USD,259.99,5,1,,,winery-image,2018-02-01T23:41:51+0000,750,13.5,96,94,,95,,,96,95,95,,,,
w72,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Piper-Heidsieck  Winery Image,https://www.wine.com/product/product/piper-heidsieck-cuvee-brut/20128,Non-Vintage Sparkling Wine,435,Champagne,$54.99,"Champagne, France",20128,C/I: KVI,In Stock,CGM32198_0,Piper-Heidsieck  Winery Image,Wine:Product Detail:Piper-Heidsieck Cuvee Brut,NY,PA,USD,54.99,5,1,5,1,winery-image,2020-01-30T20:27:46+0000,750,12,90,92,,92,,90,90,,,,,,
w73,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Stags' Leap Winery Estate Vineyard,https://www.wine.com/product/product/stags-leap-winery-napa-valley-cabernet-sauvignon-2019/972244,Cabernet Sauvignon,135,Napa Valley,$56.99,"Napa Valley, California",972244,C/I: KVI,In Stock,CGM53610_2019,"The rock outcropping that forms the eastern boundary of the estate, the Stags Leap Palisades, sheds debris in the form of volcanic rhyolite and tuff, which is carried to the valley floor where it mingles with the deeper subsoil made up of Bale loam.",Wine:Product Detail:Stags' Leap Winery Napa Valley Cabernet Sauvignon 2019,NY,PA,USD,56.99,5,1,5,1,winery-image,2018-04-23T20:21:58+0000,750,14.2,93,91,,,,,,,,,,,
w74,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Domaines Ott Corks,https://www.wine.com/product/product/domaines-ott-clos-mireille-cotes-de-provence-rose-2021/895347,Rosé,295,Provence,$61.99,"Provence, South of France, France",895347,C/I: Long Tail,In Stock,CGM52929_2021,Domaines Ott Domaines Ott Corks Winery Image,Wine:Product Detail:Domaines Ott Clos Mireille Cotes de Provence Rose 2021,NY,PA,USD,61.99,5,1,,,winery-image,2020-04-13T21:03:18+0000,750,0,,90,,,,95,,,,,,,
w75,https://www.wine.com/list/wine/wine-spectator/7155-202/3,Maison Brotte Tanks,https://www.wine.com/product/product/maison-brotte-chateauneuf-du-pape-les-hauts-de-barville-blanc-2021/921068,Rhone White Blends,664,Chateauneuf-du-Pape,$35.99,"Chateauneuf-du-Pape, Rhone, France",921068,C/I: Long Tail,In Stock,TON11565_21_2021,"With a perfect blend of traditional and modern techniques, Maison Brotte produces balanced and complex wines that are consistently highly rated by the wine industries top publications.",Wine:Product Detail:Maison Brotte Chateauneuf-du-Pape Les Hauts de Barville Blanc 2021,NY,PA,USD,35.99,5,1,5,1,winery-image,2020-06-23T15:49:30+0000,750,13,92,91,92,,,,,,91,,,,
w76,https://www.wine.com/list/wine/wine-spectator/7155-202/4,A New And Exciting Chapter For CHANDON,https://www.wine.com/product/product/chandon-brut/273,Non-Vintage Sparkling Wine,867,California,$23.99,California,273,C/I: KVI,In Stock,CGM43818_0,"A new and exciting chapter for CHANDON, with a beautiful new identity that reflects the amazing quality of the wines. ",Wine:Product Detail:Chandon Brut,NY,PA,USD,23.99,5,1,5,1,winery-image,2021-07-23T22:04:50+0000,750,13,90,89,91,95,,,90,,,92,,,91
w77,https://www.wine.com/list/wine/wine-spectator/7155-202/4,Beehives,https://www.wine.com/product/product/bollinger-brut-special-cuvee/513,Non-Vintage Sparkling Wine,121,Champagne,$84.99,"Champagne, France",513,C/I: KVI,In Stock,VNT047001NV_03_0,Bollinger was the first House in Champagne to receive sustainable certification.,Wine:Product Detail:Bollinger Brut Special Cuvee,NY,PA,USD,84.99,5,1,5,1,winery-image,2018-04-19T18:02:16+0000,750,12.5,93,93,,96,,92,,92,92,,,,
w78,https://www.wine.com/list/wine/wine-spectator/7155-202/4,Stainless Steel Vats in the Cellar,https://www.wine.com/product/product/domaine-drouhin-oregon-laurene-pinot-noir-2019/1167624,Pinot Noir,7,Dundee Hills,$79.99,"Dundee Hills, Willamette Valley, Oregon",1167624,C/I: Popular,In Stock,WBO30299335_2019,Domaine Drouhin Oregon Stainless Steel Vats in the Cellar Winery Image,Wine:Product Detail:Domaine Drouhin Oregon Laurene Pinot Noir 2019,NY,PA,USD,79.99,5,1,5,1,winery-image,2020-09-17T21:02:20+0000,750,13.9,95,93,,,,,,96,94,,,,
w79,https://www.wine.com/list/wine/wine-spectator/7155-202/4,Pontet-Canet Team,https://www.wine.com/product/product/chateau-pontet-canet-2019/583845,Bordeaux Red Blends,32,Pauillac,$149.99,"Pauillac, Bordeaux, France",583845,C/I: Luxury BDX,In Stock,FNY583845_2019,"Melanie Tesseron (Niece of Alfred), Alfred Tesseron (second generation owner) and Jean-Michel Comme (Winemaker)",Wine:Product Detail:Chateau Pontet-Canet 2019,NY,PA,USD,149.99,5,1,5,1,winery-image,2018-05-02T22:59:46+0000,750,14,99,94,,96,,,99,93,92,,,,
w80,https://www.wine.com/list/wine/wine-spectator/7155-202/4,2022 Sauvignon Blanc,https://www.wine.com/product/product/lobster-reef-sauvignon-blanc-2022/1133544,Sauvignon Blanc,14726,Marlborough,$17.99,"Marlborough, New Zealand",1133544,C/I: Long Tail,In Stock,REG464030722_2022,"Lobster Reef Sauvignon Blanc 2022 from Marlborough, New Zealand - Intensely aromatic and full of Marlborough flavor and style. Beautifully balanced and refreshing....",Wine:Product Detail:Lobster Reef Sauvignon Blanc 2022,NY,PA,USD,17.99,5,1,5,1,,,750,12.5,,90,,,,,,,,,,,
w81,https://www.wine.com/list/wine/wine-spectator/7155-202/4,A Family Legacy,https://www.wine.com/product/product/kendall-jackson-estates-collection-santa-maria-valley-chardonnay-2020/1063080,Chardonnay,285,Santa Maria Valley,$19.99,"Santa Maria Valley, Central Coast, California",1063080,C/I: Long Tail,In Stock,PIN550323_2020,"From left to right: Katherine Jackson, Barbara Banke, Christopher Jackson, Julia Jackson",Wine:Product Detail:Kendall-Jackson Estates Collection Santa Maria Valley Chardonnay 2020,NY,PA,USD,19.99,5,1,5,1,winery-image,2018-03-15T22:27:08+0000,750,14.5,,90,,,,,,,90,,,,
w82,https://www.wine.com/list/wine/wine-spectator/7155-202/4,The Cellars,https://www.wine.com/product/product/chateau-mouton-rothschild-2019/583806,Bordeaux Red Blends,25,Pauillac,$729.99,"Pauillac, Bordeaux, France",583806,C/I: Luxury BDX,In Stock,FNY583806_2019,"The cellars at Mouton Rothschild comprise a bottle cellar, a reserve and the second-year cellar. The former contains about 120,000 bottles from exchanges between Mouton Rothschild and the greatest Bordeaux châteaux. The oldest bottle dates back to 1859.",Wine:Product Detail:Chateau Mouton Rothschild 2019,NY,PA,USD,729.99,5,1,5,1,winery-image,2018-11-07T22:55:11+0000,750,13.5,99,98,,98,,,99,98,98,,,,
w83,https://www.wine.com/list/wine/wine-spectator/7155-202/4,Barrels,https://www.wine.com/product/product/charles-de-cazanove-tete-de-cuvee-brut/1077710,Non-Vintage Sparkling Wine,2417,Champagne,$35.99,"Champagne, France",1077710,C/I: Long Tail,In Stock,TON26024_NV_0,"Considered the unofficial capital of France’s Champagne region, the historic city of Reims is celebrated for its abundance of Champagne houses and vineyards, as well as its rich heritage.",Wine:Product Detail:Charles de Cazanove Tete de Cuvee Brut,NY,PA,USD,35.99,5,1,5,1,winery-image,2022-12-01T00:14:36+0000,750,12,,92,91,91,,,,,,,,,
